availability_id,availability_30,availability_60,availability_90,availability_365,listing_id
2450,7,35,65,338,NULL
2451,30,60,90,318,NULL
2452,11,39,68,317,NULL
2453,3,4,4,4,NULL
2454,13,43,73,348,NULL
2455,12,42,45,45,NULL
2456,1,1,1,1,NULL
2457,29,59,89,364,NULL
2458,0,27,57,332,NULL
2459,2,2,2,2,NULL
2460,29,59,89,364,NULL
2461,3,14,14,14,NULL
2462,2,13,13,13,NULL
2463,7,23,23,23,NULL
2464,7,18,18,18,NULL
2465,13,29,29,29,NULL
2466,10,27,27,27,NULL
2467,9,26,26,26,NULL
2468,7,24,24,24,NULL
2469,5,19,19,19,NULL
2470,17,47,70,70,NULL
2471,4,34,64,81,NULL
2472,0,28,58,333,NULL
2473,14,44,67,67,NULL
2474,1,29,59,334,NULL
2475,26,56,86,361,NULL
2476,28,58,88,363,NULL
2477,23,51,81,354,NULL
2478,10,40,70,342,NULL
2479,0,0,0,0,NULL
2480,28,31,31,302,NULL
2481,22,52,82,85,NULL
2482,29,59,89,89,NULL
2483,21,51,81,351,NULL
2484,29,59,89,89,NULL
2485,19,19,19,19,NULL
2486,26,56,80,348,NULL
2487,30,60,90,365,NULL
2488,17,47,77,352,NULL
2489,17,47,77,352,NULL
2490,18,48,78,344,NULL
2491,13,33,33,124,NULL
2492,29,59,89,364,NULL
2493,0,13,43,267,NULL
2494,30,60,90,365,NULL
2495,28,58,88,363,NULL
2496,18,41,44,207,NULL
2497,11,34,63,288,NULL
2498,10,40,70,293,NULL
2499,21,22,22,22,NULL
2500,2,3,3,71,NULL
2501,22,50,80,355,NULL
2502,30,60,90,365,NULL
2503,16,46,76,79,NULL
2504,17,44,74,334,NULL
2505,7,10,10,192,NULL
2506,18,45,75,335,NULL
2507,28,31,31,302,NULL
2508,1,17,44,197,NULL
2509,4,4,32,136,NULL
2510,30,60,90,365,NULL
2511,20,47,77,337,NULL
2512,0,0,0,0,NULL
2513,27,57,87,362,NULL
2514,27,57,87,339,NULL
2515,19,45,75,350,NULL
2516,21,39,69,344,NULL
2517,28,58,88,363,NULL
2518,0,0,0,89,NULL
2519,13,43,73,342,NULL
2520,30,60,90,333,NULL
2521,2,25,55,210,NULL
2522,2,20,31,215,NULL
2523,1,22,52,324,NULL
2524,20,20,27,302,NULL
2525,29,59,89,364,NULL
2526,0,0,0,0,NULL
2527,27,52,78,339,NULL
2528,4,27,57,270,NULL
2529,30,60,90,290,NULL
2530,29,59,89,289,NULL
2531,14,44,74,294,NULL
2532,23,28,28,28,NULL
2533,18,20,20,197,NULL
2534,20,22,22,198,NULL
2535,16,18,18,198,NULL
2536,20,22,22,199,NULL
2537,16,18,18,194,NULL
2538,16,46,76,337,NULL
2539,15,17,17,197,NULL
2540,16,17,17,200,NULL
2541,22,24,24,204,NULL
2542,16,18,18,199,NULL
2543,20,50,52,324,NULL
2544,22,24,24,163,NULL
2545,13,42,72,292,NULL
2546,0,0,0,271,NULL
2547,19,49,79,259,NULL
2548,30,60,90,365,NULL
2549,6,26,45,243,NULL
2550,30,60,90,365,NULL
2551,8,16,46,285,NULL
2552,0,0,0,106,NULL
2553,17,40,70,89,NULL
2554,13,35,63,323,NULL
2555,4,29,59,67,NULL
2556,6,23,52,316,NULL
2557,0,5,35,240,NULL
2558,4,24,54,309,NULL
2559,2,24,54,300,NULL
2560,5,21,51,302,NULL
2561,0,0,0,111,NULL
2562,29,59,89,364,NULL
2563,21,51,81,356,NULL
2564,0,0,0,0,NULL
2565,16,46,76,344,NULL
2566,28,58,88,363,NULL
2567,29,59,89,179,NULL
2568,0,0,0,0,NULL
2569,11,37,67,340,NULL
2570,0,0,0,0,NULL
2571,28,58,88,268,NULL
2572,2,7,7,28,NULL
2573,13,43,73,333,NULL
2574,14,40,64,337,NULL
2575,14,17,17,90,NULL
2576,0,0,0,0,NULL
2577,0,14,44,44,NULL
2578,28,58,88,363,NULL
2579,13,43,65,153,NULL
2580,13,43,73,165,NULL
2581,0,0,0,213,NULL
2582,0,0,0,0,NULL
2583,27,57,87,362,NULL
2584,24,35,35,35,NULL
2585,5,23,53,328,NULL
2586,26,56,86,361,NULL
2587,28,58,88,178,NULL
2588,0,0,0,0,NULL
2589,1,1,1,52,NULL
2590,8,38,54,257,NULL
2591,30,60,90,365,NULL
2592,30,60,90,365,NULL
2593,29,59,89,364,NULL
2594,30,60,90,365,NULL
2595,30,60,90,365,NULL
2596,30,60,90,365,NULL
2597,30,60,90,365,NULL
2598,29,59,89,364,NULL
2599,23,31,31,31,NULL
2600,17,47,77,345,NULL
2601,6,33,63,338,NULL
2602,13,13,43,302,NULL
2603,22,52,82,246,NULL
2604,1,31,61,241,NULL
2605,5,34,36,308,NULL
2606,5,35,37,309,NULL
2607,14,16,16,288,NULL
2608,20,38,38,38,NULL
2609,0,0,0,182,NULL
2610,6,6,6,93,NULL
2611,16,18,18,200,NULL
2612,26,56,86,267,NULL
2613,17,17,17,195,NULL
2614,11,41,71,346,NULL
2615,30,60,90,365,NULL
2616,6,35,37,37,NULL
2617,30,60,89,300,NULL
2618,16,16,16,198,NULL
2619,28,58,88,268,NULL
2620,18,48,78,224,NULL
2621,30,60,90,365,NULL
2622,23,53,83,263,NULL
2623,28,58,88,363,NULL
2624,29,59,89,235,NULL
2625,0,0,0,0,NULL
2626,8,38,68,328,NULL
2627,20,26,26,207,NULL
2628,9,21,51,53,NULL
2629,0,0,0,0,NULL
2630,11,39,66,123,NULL
2631,0,30,60,321,NULL
2632,0,0,0,0,NULL
2633,0,0,0,0,NULL
2634,0,0,0,0,NULL
2635,0,0,0,0,NULL
2636,21,51,81,356,NULL
2637,27,57,59,59,NULL
2638,28,58,88,363,NULL
2639,0,0,0,0,NULL
2640,30,60,90,365,NULL
2641,13,13,13,13,NULL
2642,14,15,15,228,NULL
2643,30,32,32,32,NULL
2644,18,40,65,262,NULL
2645,22,52,82,115,NULL
2646,0,0,0,108,NULL
2647,0,0,0,0,NULL
2648,21,50,80,319,NULL
2649,24,54,84,356,NULL
2650,19,19,19,170,NULL
2651,30,60,87,87,NULL
2652,19,49,79,354,NULL
2653,19,49,79,319,NULL
2654,0,0,0,0,NULL
2655,0,0,0,0,NULL
2656,0,0,0,0,NULL
2657,16,44,73,291,NULL
2658,29,59,89,364,NULL
2659,0,0,0,0,NULL
2660,0,0,0,0,NULL
2661,2,32,62,308,NULL
2662,15,45,75,345,NULL
2663,14,38,68,335,NULL
2664,30,60,82,82,NULL
2665,14,14,14,14,NULL
2666,19,49,79,339,NULL
2667,3,3,3,156,NULL
2668,12,42,66,321,NULL
2669,17,47,77,352,NULL
2670,0,0,0,0,NULL
2671,14,25,25,80,NULL
2672,30,60,90,365,NULL
2673,10,40,66,97,NULL
2674,0,0,0,0,NULL
2675,1,1,1,1,NULL
2676,26,56,86,361,NULL
2677,10,38,68,158,NULL
2678,28,40,40,40,NULL
2679,29,31,31,213,NULL
2680,9,11,11,11,NULL
2681,28,58,88,363,NULL
2682,19,49,79,350,NULL
2683,13,14,14,101,NULL
2684,7,27,49,137,NULL
2685,30,33,33,204,NULL
2686,0,0,0,0,NULL
2687,0,0,0,272,NULL
2688,26,56,86,336,NULL
2689,0,27,57,332,NULL
2690,0,0,0,0,NULL
2691,22,52,82,357,NULL
2692,22,52,69,277,NULL
2693,27,27,50,50,NULL
2694,12,15,45,226,NULL
2695,1,1,1,2,NULL
2696,6,36,66,100,NULL
2697,0,28,58,333,NULL
2698,22,24,24,194,NULL
2699,30,60,90,365,NULL
2700,28,58,88,363,NULL
2701,30,60,90,365,NULL
2702,10,33,34,241,NULL
2703,0,0,0,0,NULL
2704,10,33,55,327,NULL
2705,21,25,25,172,NULL
2706,30,60,90,264,NULL
2707,28,58,88,268,NULL
2708,9,23,53,328,NULL
2709,6,6,6,278,NULL
2710,23,53,83,358,NULL
2711,29,59,89,364,NULL
2712,13,43,73,330,NULL
2713,30,60,90,365,NULL
2714,15,19,19,140,NULL
2715,3,21,21,21,NULL
2716,15,15,15,15,NULL
2717,27,57,87,150,NULL
2718,30,32,32,32,NULL
2719,11,11,11,158,NULL
2720,30,60,90,365,NULL
2721,29,59,89,364,NULL
2722,30,60,90,270,NULL
2723,0,0,0,0,NULL
2724,29,59,89,152,NULL
2725,29,59,89,364,NULL
2726,24,54,84,359,NULL
2727,0,0,0,0,NULL
2728,0,0,0,0,NULL
2729,28,30,30,30,NULL
2730,12,13,13,196,NULL
2731,29,59,89,364,NULL
2732,29,59,89,364,NULL
2733,12,15,15,16,NULL
2734,26,56,85,175,NULL
2735,28,58,88,363,NULL
2736,29,59,89,364,NULL
2737,29,59,89,364,NULL
2738,12,42,72,346,NULL
2739,1,31,61,289,NULL
2740,28,58,88,363,NULL
2741,0,0,0,0,NULL
2742,0,0,0,0,NULL
2743,0,3,27,287,NULL
2744,14,44,74,312,NULL
2745,0,0,0,58,NULL
2746,28,58,88,363,NULL
2747,23,53,83,358,NULL
2748,1,1,29,304,NULL
2749,9,9,9,9,NULL
2750,12,12,12,12,NULL
2751,15,15,15,15,NULL
2752,0,0,0,0,NULL
2753,21,50,73,343,NULL
2754,23,53,61,278,NULL
2755,30,60,90,365,NULL
2756,29,59,89,364,NULL
2757,1,25,34,63,NULL
2758,19,22,23,182,NULL
2759,15,19,19,164,NULL
2760,30,33,33,186,NULL
2761,30,33,33,192,NULL
2762,25,55,63,280,NULL
2763,18,48,56,273,NULL
2764,3,31,55,300,NULL
2765,14,41,71,346,NULL
2766,28,58,88,363,NULL
2767,29,59,89,364,NULL
2768,11,13,13,192,NULL
2769,30,60,90,365,NULL
2770,30,60,90,365,NULL
2771,14,14,14,14,NULL
2772,30,60,90,365,NULL
2773,0,0,0,0,NULL
2774,0,0,0,0,NULL
2775,5,29,59,333,NULL
2776,6,12,38,49,NULL
2777,30,60,90,365,NULL
2778,0,0,0,0,NULL
2779,6,8,8,121,NULL
2780,17,34,34,104,NULL
2781,0,0,0,258,NULL
2782,5,10,10,128,NULL
2783,0,20,42,251,NULL
2784,29,59,89,91,NULL
2785,20,50,80,82,NULL
2786,22,25,25,199,NULL
2787,29,59,89,364,NULL
2788,3,21,51,311,NULL
2789,23,53,83,358,NULL
2790,0,0,0,0,NULL
2791,0,0,0,0,NULL
2792,0,0,0,85,NULL
2793,9,31,55,256,NULL
2794,3,9,9,9,NULL
2795,9,14,14,96,NULL
2796,28,58,88,363,NULL
2797,30,60,90,365,NULL
2798,14,14,14,285,NULL
2799,30,32,32,184,NULL
2800,4,31,58,270,NULL
2801,6,34,64,339,NULL
2802,10,35,65,340,NULL
2803,27,57,87,267,NULL
2804,8,20,20,21,NULL
2805,27,57,87,362,NULL
2806,0,0,0,0,NULL
2807,0,0,0,0,NULL
2808,23,53,83,347,NULL
2809,14,14,14,285,NULL
2810,9,38,67,332,NULL
2811,30,60,90,180,NULL
2812,29,59,89,179,NULL
2813,22,52,82,262,NULL
2814,25,55,85,360,NULL
2815,25,55,85,175,NULL
2816,9,10,10,173,NULL
2817,15,44,47,71,NULL
2818,23,53,83,358,NULL
2819,26,56,86,361,NULL
2820,4,14,14,145,NULL
2821,3,25,53,274,NULL
2822,23,53,83,358,NULL
2823,0,0,0,0,NULL
2824,23,53,83,358,NULL
2825,15,42,72,76,NULL
2826,29,59,89,364,NULL
2827,30,60,90,365,NULL
2828,10,31,61,286,NULL
2829,29,59,89,364,NULL
2830,0,0,0,0,NULL
2831,0,0,0,0,NULL
2832,29,59,89,364,NULL
2833,30,60,90,365,NULL
2834,22,52,82,172,NULL
2835,0,0,0,0,NULL
2836,0,28,58,333,NULL
2837,3,3,31,306,NULL
2838,28,58,88,363,NULL
2839,3,30,60,335,NULL
2840,30,60,90,123,NULL
2841,27,30,30,30,NULL
2842,28,58,88,137,NULL
2843,11,37,67,247,NULL
2844,0,0,0,0,NULL
2845,12,42,64,264,NULL
2846,30,60,90,365,NULL
2847,30,33,34,280,NULL
2848,3,3,3,134,NULL
2849,28,58,88,363,NULL
2850,5,26,56,232,NULL
2851,11,39,69,344,NULL
2852,9,16,46,279,NULL
2853,15,15,15,151,NULL
2854,30,60,90,365,NULL
2855,29,31,31,151,NULL
2856,29,34,34,34,NULL
2857,0,0,0,0,NULL
2858,0,2,4,131,NULL
2859,16,18,18,18,NULL
2860,29,59,89,364,NULL
2861,10,36,63,241,NULL
2862,13,14,14,14,NULL
2863,0,0,0,0,NULL
2864,27,57,87,362,NULL
2865,30,60,90,365,NULL
2866,17,46,48,261,NULL
2867,25,55,58,239,NULL
2868,0,0,0,0,NULL
2869,30,60,90,365,NULL
2870,1,1,1,153,NULL
2871,0,0,0,91,NULL
2872,7,18,48,279,NULL
2873,28,58,88,363,NULL
2874,8,33,63,334,NULL
2875,27,57,87,362,NULL
2876,24,42,42,42,NULL
2877,28,58,88,363,NULL
2878,26,29,29,119,NULL
2879,29,59,89,364,NULL
2880,14,43,73,346,NULL
2881,30,60,90,365,NULL
2882,0,13,43,318,NULL
2883,5,28,55,305,NULL
2884,29,59,89,364,NULL
2885,30,60,90,365,NULL
2886,30,60,90,365,NULL
2887,0,0,0,91,NULL
2888,28,58,88,268,NULL
2889,25,55,85,360,NULL
2890,0,0,0,0,NULL
2891,3,3,3,124,NULL
2892,29,59,89,364,NULL
2893,0,0,0,0,NULL
2894,14,35,61,273,NULL
2895,11,41,71,346,NULL
2896,0,28,58,312,NULL
2897,29,59,89,364,NULL
2898,2,22,52,247,NULL
2899,29,59,89,179,NULL
2900,21,43,73,348,NULL
2901,20,50,80,260,NULL
2902,28,58,61,62,NULL
2903,26,49,77,352,NULL
2904,21,51,54,54,NULL
2905,13,32,32,32,NULL
2906,21,24,24,24,NULL
2907,9,39,69,344,NULL
2908,24,54,84,351,NULL
2909,22,26,26,297,NULL
2910,18,22,22,22,NULL
2911,10,14,14,185,NULL
2912,0,0,0,0,NULL
2913,0,0,0,0,NULL
2914,19,26,30,203,NULL
2915,4,34,64,339,NULL
2916,18,38,61,290,NULL
2917,14,14,14,61,NULL
2918,0,0,0,0,NULL
2919,15,45,73,348,NULL
2920,0,0,0,0,NULL
2921,5,5,28,298,NULL
2922,29,59,89,364,NULL
2923,17,47,77,232,NULL
2924,21,23,23,121,NULL
2925,28,31,31,31,NULL
2926,26,56,86,361,NULL
2927,26,56,86,341,NULL
2928,20,50,80,355,NULL
2929,29,59,89,364,NULL
2930,20,50,80,355,NULL
2931,30,60,90,365,NULL
2932,29,59,89,364,NULL
2933,0,0,0,152,NULL
2934,0,0,0,153,NULL
2935,30,60,90,365,NULL
2936,10,40,61,141,NULL
2937,9,39,69,344,NULL
2938,0,16,39,104,NULL
2939,20,50,52,197,NULL
2940,28,46,68,275,NULL
2941,0,0,0,0,NULL
2942,30,60,90,281,NULL
2943,26,56,86,361,NULL
2944,1,1,1,1,NULL
2945,12,19,19,19,NULL
2946,1,1,1,1,NULL
2947,30,60,90,365,NULL
2948,28,58,88,363,NULL
2949,11,18,46,197,NULL
2950,17,47,49,117,NULL
2951,14,26,26,26,NULL
2952,0,0,0,0,NULL
2953,30,60,90,365,NULL
2954,29,59,89,179,NULL
2955,0,0,0,272,NULL
2956,0,0,0,39,NULL
2957,26,29,29,29,NULL
2958,30,60,90,365,NULL
2959,0,0,0,0,NULL
2960,0,0,0,248,NULL
2961,5,12,12,12,NULL
2962,28,58,88,363,NULL
2963,30,32,32,32,NULL
2964,30,60,90,365,NULL
2965,1,1,1,165,NULL
2966,0,0,0,91,NULL
2967,0,0,0,0,NULL
2968,29,59,89,364,NULL
2969,27,57,87,362,NULL
2970,29,34,40,50,NULL
2971,0,0,0,120,NULL
2972,9,12,12,178,NULL
2973,17,47,77,231,NULL
2974,24,54,84,359,NULL
2975,29,59,89,364,NULL
2976,29,59,89,364,NULL
2977,0,0,0,240,NULL
2978,30,60,90,336,NULL
2979,25,55,85,360,NULL
2980,26,56,86,361,NULL
2981,15,17,17,17,NULL
2982,21,51,81,81,NULL
2983,10,15,35,281,NULL
2984,0,28,58,333,NULL
2985,30,60,90,365,NULL
2986,27,57,87,267,NULL
2987,24,54,84,359,NULL
2988,2,13,40,257,NULL
2989,0,0,0,0,NULL
2990,30,60,90,365,NULL
2991,3,28,53,325,NULL
2992,30,60,90,365,NULL
2993,0,0,0,0,NULL
2994,30,60,90,365,NULL
2995,30,32,32,295,NULL
2996,30,60,90,365,NULL
2997,5,5,5,169,NULL
2998,0,0,0,0,NULL
2999,19,48,73,344,NULL
3000,0,20,22,235,NULL
3001,28,58,88,360,NULL
3002,0,0,0,222,NULL
3003,0,0,0,273,NULL
3004,1,29,59,239,NULL
3005,26,56,86,361,NULL
3006,28,58,88,363,NULL
3007,28,58,88,363,NULL
3008,4,23,51,260,NULL
3009,30,60,90,365,NULL
3010,30,60,90,365,NULL
3011,17,35,65,245,NULL
3012,9,39,69,344,NULL
3013,7,36,66,220,NULL
3014,14,44,58,277,NULL
3015,30,60,90,270,NULL
3016,5,11,11,68,NULL
3017,12,26,56,236,NULL
3018,10,40,41,191,NULL
3019,22,52,82,357,NULL
3020,15,45,47,47,NULL
3021,0,0,0,0,NULL
3022,27,57,87,362,NULL
3023,18,32,62,330,NULL
3024,7,37,67,247,NULL
3025,25,53,83,358,NULL
3026,20,50,80,355,NULL
3027,0,0,0,0,NULL
3028,2,25,55,330,NULL
3029,0,0,0,241,NULL
3030,28,58,88,333,NULL
3031,29,46,46,46,NULL
3032,29,59,89,89,NULL
3033,30,60,90,365,NULL
3034,15,24,24,201,NULL
3035,25,55,85,360,NULL
3036,5,5,5,5,NULL
3037,0,0,0,91,NULL
3038,0,0,0,0,NULL
3039,21,51,81,115,NULL
3040,8,38,68,176,NULL
3041,6,28,58,242,NULL
3042,29,59,89,364,NULL
3043,29,59,89,364,NULL
3044,22,52,82,357,NULL
3045,17,47,77,350,NULL
3046,29,59,89,364,NULL
3047,29,59,89,364,NULL
3048,0,0,0,142,NULL
3049,12,42,43,219,NULL
3050,30,60,90,365,NULL
3051,29,59,89,364,NULL
3052,0,0,0,144,NULL
3053,29,59,89,269,NULL
3054,30,60,90,365,NULL
3055,19,46,76,257,NULL
3056,30,60,90,365,NULL
3057,30,60,90,365,NULL
3058,30,60,90,365,NULL
3059,20,50,80,84,NULL
3060,1,26,56,236,NULL
3061,27,57,87,343,NULL
3062,7,34,62,306,NULL
3063,3,24,48,266,NULL
3064,3,19,40,261,NULL
3065,2,17,44,270,NULL
3066,2,21,50,291,NULL
3067,23,53,83,358,NULL
3068,8,15,39,314,NULL
3069,30,60,90,365,NULL
3070,9,37,67,333,NULL
3071,17,47,77,352,NULL
3072,0,0,0,0,NULL
3073,9,39,42,76,NULL
3074,18,28,28,199,NULL
3075,10,40,70,345,NULL
3076,20,50,80,172,NULL
3077,3,29,45,201,NULL
3078,13,41,71,346,NULL
3079,28,58,88,363,NULL
3080,3,27,57,332,NULL
3081,4,22,52,293,NULL
3082,13,13,13,285,NULL
3083,29,59,89,364,NULL
3084,17,44,74,349,NULL
3085,17,47,77,167,NULL
3086,23,26,26,169,NULL
3087,19,49,79,354,NULL
3088,0,0,0,0,NULL
3089,0,0,0,273,NULL
3090,8,13,43,137,NULL
3091,30,60,90,365,NULL
3092,12,12,12,193,NULL
3093,22,52,82,357,NULL
3094,30,52,82,357,NULL
3095,13,30,43,43,NULL
3096,13,36,58,58,NULL
3097,8,29,49,304,NULL
3098,4,28,45,307,NULL
3099,29,59,89,364,NULL
3100,29,59,89,364,NULL
3101,1,18,42,305,NULL
3102,29,59,89,364,NULL
3103,14,44,74,76,NULL
3104,30,60,90,365,NULL
3105,27,27,27,66,NULL
3106,0,0,0,0,NULL
3107,0,0,0,0,NULL
3108,27,57,87,267,NULL
3109,28,58,88,268,NULL
3110,0,0,0,151,NULL
3111,21,51,81,281,NULL
3112,1,1,1,183,NULL
3113,14,15,15,15,NULL
3114,12,42,72,83,NULL
3115,23,53,83,358,NULL
3116,16,46,76,344,NULL
3117,22,52,82,357,NULL
3118,13,43,73,343,NULL
3119,29,59,89,364,NULL
3120,0,0,0,0,NULL
3121,20,21,21,204,NULL
3122,18,48,78,353,NULL
3123,12,33,62,307,NULL
3124,29,33,33,218,NULL
3125,12,35,61,317,NULL
3126,0,0,0,0,NULL
3127,23,53,83,353,NULL
3128,25,28,28,115,NULL
3129,27,57,87,267,NULL
3130,30,60,90,365,NULL
3131,30,60,90,365,NULL
3132,16,46,76,351,NULL
3133,30,60,90,365,NULL
3134,11,34,64,311,NULL
3135,6,31,61,312,NULL
3136,30,56,86,266,NULL
3137,21,51,81,356,NULL
3138,7,7,7,158,NULL
3139,29,59,89,364,NULL
3140,18,44,46,227,NULL
3141,23,53,83,279,NULL
3142,0,0,0,0,NULL
3143,28,58,88,178,NULL
3144,30,60,90,365,NULL
3145,11,34,64,324,NULL
3146,0,0,0,0,NULL
3147,12,42,72,106,NULL
3148,19,49,79,353,NULL
3149,29,59,89,269,NULL
3150,26,56,86,361,NULL
3151,13,40,70,331,NULL
3152,29,59,89,364,NULL
3153,27,57,87,333,NULL
3154,29,59,89,364,NULL
3155,28,58,86,355,NULL
3156,0,0,0,0,NULL
3157,9,9,9,191,NULL
3158,29,59,89,364,NULL
3159,30,60,90,365,NULL
3160,27,57,87,362,NULL
3161,8,38,68,343,NULL
3162,23,53,55,254,NULL
3163,23,53,83,358,NULL
3164,0,0,0,0,NULL
3165,28,58,88,363,NULL
3166,28,58,88,313,NULL
3167,1,1,1,60,NULL
3168,30,60,90,365,NULL
3169,0,0,0,0,NULL
3170,30,60,90,365,NULL
3171,29,59,89,364,NULL
3172,29,59,89,364,NULL
3173,29,34,34,34,NULL
3174,30,60,90,365,NULL
3175,0,0,0,0,NULL
3176,20,50,80,343,NULL
3177,29,59,89,269,NULL
3178,8,38,40,124,NULL
3179,30,60,90,365,NULL
3180,6,13,43,258,NULL
3181,20,23,23,23,NULL
3182,11,37,67,322,NULL
3183,9,33,63,264,NULL
3184,30,60,90,359,NULL
3185,12,38,57,77,NULL
3186,25,55,58,203,NULL
3187,6,14,14,14,NULL
3188,29,59,89,364,NULL
3189,10,40,70,225,NULL
3190,13,43,73,341,NULL
3191,1,12,19,177,NULL
3192,3,24,24,132,NULL
3193,17,47,77,111,NULL
3194,0,0,0,61,NULL
3195,23,53,83,358,NULL
3196,28,58,88,363,NULL
3197,23,53,83,173,NULL
3198,14,36,58,333,NULL
3199,0,0,0,74,NULL
3200,5,21,21,21,NULL
3201,28,58,88,268,NULL
3202,12,12,40,144,NULL
3203,29,59,89,333,NULL
3204,2,21,46,219,NULL
3205,27,57,87,121,NULL
3206,19,22,22,59,NULL
3207,4,34,64,339,NULL
3208,11,37,67,284,NULL
3209,27,56,86,361,NULL
3210,5,34,64,259,NULL
3211,27,28,28,100,NULL
3212,26,56,57,57,NULL
3213,23,53,83,263,NULL
3214,29,59,89,364,NULL
3215,0,17,47,227,NULL
3216,6,29,31,31,NULL
3217,25,27,27,299,NULL
3218,17,47,77,77,NULL
3219,7,30,60,335,NULL
3220,7,7,7,7,NULL
3221,20,50,80,83,NULL
3222,9,31,61,61,NULL
3223,15,45,75,285,NULL
3224,26,56,86,241,NULL
3225,20,50,80,355,NULL
3226,16,43,72,285,NULL
3227,12,18,18,165,NULL
3228,8,17,17,159,NULL
3229,12,40,66,246,NULL
3230,0,0,0,0,NULL
3231,10,22,22,22,NULL
3232,4,4,4,93,NULL
3233,0,0,0,0,NULL
3234,29,59,89,364,NULL
3235,28,58,88,363,NULL
3236,0,21,51,279,NULL
3237,10,40,70,250,NULL
3238,7,33,63,257,NULL
3239,28,58,88,363,NULL
3240,6,6,6,11,NULL
3241,0,0,28,141,NULL
3242,28,58,88,363,NULL
3243,6,17,47,164,NULL
3244,12,14,42,165,NULL
3245,25,54,84,359,NULL
3246,22,22,22,287,NULL
3247,0,0,0,0,NULL
3248,1,1,27,138,NULL
3249,14,16,16,148,NULL
3250,0,0,0,0,NULL
3251,0,0,0,0,NULL
3252,0,0,28,134,NULL
3253,1,17,39,309,NULL
3254,0,0,0,0,NULL
3255,20,50,80,348,NULL
3256,0,0,0,120,NULL
3257,0,0,0,0,NULL
3258,29,59,89,364,NULL
3259,28,58,88,326,NULL
3260,30,60,90,365,NULL
3261,0,0,0,0,NULL
3262,19,22,22,24,NULL
3263,0,0,0,121,NULL
3264,19,49,79,354,NULL
3265,17,42,44,44,NULL
3266,23,53,83,358,NULL
3267,25,55,58,58,NULL
3268,30,60,90,365,NULL
3269,5,35,51,300,NULL
3270,19,49,79,347,NULL
3271,22,52,82,86,NULL
3272,14,41,71,319,NULL
3273,4,21,51,55,NULL
3274,0,0,0,177,NULL
3275,29,59,89,269,NULL
3276,28,58,88,363,NULL
3277,18,48,78,78,NULL
3278,16,16,16,196,NULL
3279,30,60,90,365,NULL
3280,5,5,5,157,NULL
3281,0,0,0,0,NULL
3282,30,60,90,365,NULL
3283,27,57,87,362,NULL
3284,2,32,62,242,NULL
3285,17,47,77,352,NULL
3286,3,11,11,170,NULL
3287,28,58,88,363,NULL
3288,27,57,87,341,NULL
3289,25,29,29,179,NULL
3290,0,0,0,0,NULL
3291,15,45,75,330,NULL
3292,26,56,86,361,NULL
3293,0,0,0,0,NULL
3294,5,8,8,176,NULL
3295,4,28,54,299,NULL
3296,0,2,2,2,NULL
3297,23,53,77,157,NULL
3298,25,55,85,346,NULL
3299,30,60,90,365,NULL
3300,17,47,77,167,NULL
3301,0,0,0,124,NULL
3302,30,60,90,270,NULL
3303,29,59,89,364,NULL
3304,2,27,55,143,NULL
3305,2,2,2,2,NULL
3306,27,57,87,177,NULL
3307,18,48,78,232,NULL
3308,19,44,44,44,NULL
3309,30,60,90,180,NULL
3310,28,58,88,349,NULL
3311,29,59,89,364,NULL
3312,30,60,90,365,NULL
3313,9,39,69,159,NULL
3314,26,56,58,242,NULL
3315,28,58,88,89,NULL
3316,30,60,90,365,NULL
3317,0,0,0,0,NULL
3318,0,0,0,0,NULL
3319,0,0,0,0,NULL
3320,0,0,0,0,NULL
3321,21,51,81,85,NULL
3322,7,35,65,337,NULL
3323,28,46,73,348,NULL
3324,3,14,40,287,NULL
3325,15,25,25,210,NULL
3326,27,57,87,362,NULL
3327,11,37,46,224,NULL
3328,5,29,57,278,NULL
3329,0,0,0,0,NULL
3330,0,0,28,303,NULL
3331,8,10,10,106,NULL
3332,21,50,80,355,NULL
3333,24,27,27,27,NULL
3334,20,23,23,23,NULL
3335,20,50,80,355,NULL
3336,25,55,58,58,NULL
3337,30,60,90,365,NULL
3338,28,58,88,363,NULL
3339,30,60,90,365,NULL
3340,30,60,90,365,NULL
3341,30,60,90,365,NULL
3342,27,55,85,360,NULL
3343,29,59,89,364,NULL
3344,25,55,85,360,NULL
3345,4,7,7,91,NULL
3346,22,52,82,296,NULL
3347,7,37,39,221,NULL
3348,7,9,22,286,NULL
3349,14,22,22,214,NULL
3350,20,47,77,349,NULL
3351,25,27,27,243,NULL
3352,27,57,87,362,NULL
3353,30,60,90,365,NULL
3354,30,60,90,365,NULL
3355,29,59,89,364,NULL
3356,23,53,83,87,NULL
3357,0,0,0,0,NULL
3358,11,41,71,342,NULL
3359,19,23,23,208,NULL
3360,9,14,22,282,NULL
3361,16,20,20,198,NULL
3362,29,59,89,364,NULL
3363,30,60,90,365,NULL
3364,7,33,63,338,NULL
3365,8,32,34,150,NULL
3366,30,60,90,270,NULL
3367,27,57,87,362,NULL
3368,0,0,0,52,NULL
3369,0,0,0,0,NULL
3370,28,58,88,363,NULL
3371,29,59,89,364,NULL
3372,19,47,77,138,NULL
3373,30,60,90,365,NULL
3374,30,60,90,365,NULL
3375,0,0,0,181,NULL
3376,0,0,0,161,NULL
3377,29,59,61,61,NULL
3378,29,59,89,364,NULL
3379,29,59,89,242,NULL
3380,23,53,83,263,NULL
