id,listing_url,name,host_id,host_url,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_identity_verified,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,    price    ,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,reviews_per_month
3569682,https://www.airbnb.com/rooms/3569682,"Zio Ciccio (stanza Cappero), Capo d'Orlando.",17972905,https://www.airbnb.com/users/show/17972905,Silvio,7/11/2014,"Capo d'Orlando, Italy",within an hour,100%,43%,f,5,5,f,Capo d'Orlando,38.156,14.76319,Private room in villa,Private room,2,1,1,1,98,2,30,29,59,89,364,2,1,0,9/26/2018,7/27/2025,5,5,5,5,5,5,5,IT083009C2CF23ON89,f,0.02
3572070,https://www.airbnb.com/rooms/3572070,Filicudi Villas in Lipari,12658793,https://www.airbnb.com/users/show/12658793,Alessandra,2/28/2014,"Lipari, Italy",within a day,100%,10%,f,17,25,t,Lipari,38.4809,14.95368,Entire home,Entire home/apt,3,1,1,2,64,31,1125,28,30,30,302,3,0,0,8/25/2014,9/18/2015,4,4.67,4.67,5,4,4.67,4,IT083041C2G8F4KXCV,f,0.02
3573815,https://www.airbnb.com/rooms/3573815,"Bed & Breakfast ""Castello Vecchio""",10447822,https://www.airbnb.com/users/show/10447822,Giuseppe,12/5/2013,"Ragusa, Italy",N/A,N/A,N/A,f,3,4,t,Ragusa,36.92648,14.74023,Private room in bed and breakfast,Private room,8,4,4,2,50,31,1125,29,59,89,89,24,0,0,9/2/2014,8/17/2022,4.46,4.54,4.79,4.75,4.58,4.75,4.46,,f,0.18
3794978,https://www.airbnb.com/rooms/3794978,Affascinante casa immersa nel verde,19488642,https://www.airbnb.com/users/show/19488642,Carmelo,8/5/2014,"Ragusa, Italy",N/A,N/A,N/A,f,4,4,t,Chiaramonte Gulfi,37.05894,14.68045,Dammuso,Entire home/apt,15,4.5,4,10,418,31,1125,29,59,89,364,16,0,0,8/2/2015,8/16/2023,4.63,4.5,4.75,4.75,4.69,4.56,4.63,,f,0.13
3795210,https://www.airbnb.com/rooms/3795210,VILLA DEL POGGIO,1650082,https://www.airbnb.com/users/show/1650082,Eliana,1/25/2012,"Castellammare del Golfo, Italy",within an hour,97%,100%,t,29,30,t,Castellammare del Golfo,38.01026,12.81417,Entire home,Entire home/apt,4,,2,,,5,1125,0,0,0,0,39,5,1,6/20/2016,9/4/2025,4.85,4.87,4.79,4.95,4.89,4.64,4.64,IT081005C26JPT57W3,t,0.35
3796723,https://www.airbnb.com/rooms/3796723,"Residence-Case Vacanza""Bouganville""",19230314,https://www.airbnb.com/users/show/19230314,Paolo,7/31/2014,"Favignana, Italy",N/A,N/A,N/A,f,7,16,f,Favignana,37.92974,12.34872,Entire home,Entire home/apt,5,,3,,,31,1125,0,0,0,0,32,0,0,8/10/2014,9/17/2020,4.34,4.52,4.39,4.65,4.7,4.6,4.47,,f,0.24
3654869,https://www.airbnb.com/rooms/3654869,"Apartment in ancient farmhouse x2""",18491231,https://www.airbnb.com/users/show/18491231,Antonino,7/20/2014,"Syracuse, Italy",within an hour,100%,100%,t,6,6,t,Siracusa,36.97162,15.20322,Entire serviced apartment,Entire home/apt,2,1,1,1,123,1,1124,13,31,31,211,110,10,1,8/24/2014,9/10/2025,4.97,4.99,4.98,4.99,5,4.77,4.93,IT089017A1V9CG4VZF,t,0.81
3657783,https://www.airbnb.com/rooms/3657783,"""Gammazita"" antica leggenda",3613797,https://www.airbnb.com/users/show/3613797,Katya & Daniele,9/19/2012,"Catania, Italy",within an hour,100%,100%,t,1,1,t,Catania,37.49994,15.08501,Entire rental unit,Entire home/apt,4,1,1,4,51,2,1125,8,8,25,282,514,38,3,8/3/2014,9/15/2025,4.85,4.88,4.88,4.94,4.95,4.8,4.82,IT087015C25A2J86CM,t,3.78
3661481,https://www.airbnb.com/rooms/3661481,Apartment in Fondachello Etna & Sea,11721500,https://www.airbnb.com/users/show/11721500,Salvatore,1/28/2014,"Turin, Italy",N/A,N/A,N/A,f,1,1,t,Mascali,37.762,15.21661,Entire home,Entire home/apt,5,1,2,5,76,31,1125,28,58,88,363,1,0,0,8/18/2023,8/18/2023,5,5,5,5,5,5,5,,f,0.04
3663399,https://www.airbnb.com/rooms/3663399,Pecorini monolocale  10 m dal mare.,18570653,https://www.airbnb.com/users/show/18570653,Pippo,7/21/2014,Italy,within an hour,100%,100%,t,1,2,t,Lipari,38.55925,14.56376,Entire home,Entire home/apt,2,,1,,,2,27,0,0,0,0,147,17,3,8/12/2014,9/15/2025,4.78,4.84,4.72,4.93,4.9,4.95,4.71,IT083041C2WANNAACN,f,1.08
3665150,https://www.airbnb.com/rooms/3665150,Villa Sara,18583444,https://www.airbnb.com/users/show/18583444,Alessandra,7/21/2014,"Palermo, Italy",within a day,100%,100%,f,1,1,t,Palermo,38.19769,13.31566,Private room in home,Private room,3,1.5,1,3,78,2,1125,23,53,83,358,26,3,0,7/15/2018,8/4/2025,4.88,4.85,4.73,4.96,4.92,4.69,4.85,IT082053C2SBTJACUW,f,0.3
3666322,https://www.airbnb.com/rooms/3666322,Holiday in the Mediterranean Garden,18590236,https://www.airbnb.com/users/show/18590236,Mari,7/21/2014,"Sicily, Italy",within an hour,100%,100%,f,11,19,t,Lampedusa e Linosa,35.50857,12.62004,Camper/RV,Entire home/apt,2,1,1,1,36,5,28,14,17,17,18,55,4,0,8/10/2014,8/10/2025,4.8,4.69,4.61,4.98,4.96,4.65,4.7,Exempt,t,0.41
3666624,https://www.airbnb.com/rooms/3666624,Apartment in ancient farmhouse x3,18491231,https://www.airbnb.com/users/show/18491231,Antonino,7/20/2014,"Syracuse, Italy",within an hour,100%,100%,t,6,6,t,Siracusa,36.97179,15.20296,Entire serviced apartment,Entire home/apt,3,1.5,1,3,139,1,1125,18,27,27,207,37,10,1,5/6/2016,9/20/2025,4.95,4.97,4.97,4.97,5,4.69,4.94,IT089017A1V9CG4VZF,t,0.32
3666868,https://www.airbnb.com/rooms/3666868,Apartment in ancient farmhouse x4,18491231,https://www.airbnb.com/users/show/18491231,Antonino,7/20/2014,"Syracuse, Italy",within an hour,100%,100%,t,6,6,t,Siracusa,36.97167,15.20309,Entire serviced apartment,Entire home/apt,4,1.5,1,2,160,1,1124,23,41,41,221,58,3,0,8/10/2014,6/27/2025,4.95,4.91,4.91,4.98,4.96,4.74,4.82,IT089017A1V9CG4VZF,t,0.43
3575901,https://www.airbnb.com/rooms/3575901,"Casetta delle zucchine, Noto",16694123,https://www.airbnb.com/users/show/16694123,Janne & Massimo,6/12/2014,"Noto, Italy",within a few hours,100%,99%,t,4,4,t,Noto,36.91385089,15.0539933,Farm stay,Entire home/apt,2,1,1,1,50,3,1125,6,8,8,178,137,18,1,9/27/2014,9/15/2025,4.75,4.85,4.86,4.9,4.93,4.66,4.78,IT089013B5TTM5VL25,f,1.02
3576805,https://www.airbnb.com/rooms/3576805,Il Terrazzo di Oleandri/Comfortable Apartment,18013168,https://www.airbnb.com/users/show/18013168,Giovanna,7/12/2014,"Bagheria, Italy",within a few hours,100%,100%,f,1,1,t,Bagheria,38.08759,13.51,Entire rental unit,Entire home/apt,2,1,1,1,58,3,30,16,45,48,48,10,1,0,10/16/2014,4/27/2025,5,4.9,5,5,5,4.7,4.9,IT082006C26VF4DSJD,t,0.07
3576968,https://www.airbnb.com/rooms/3576968,B&B Lunakina Agrigento (front beach),6182888,https://www.airbnb.com/users/show/6182888,Lunakina,5/1/2013,"Agrigento, Italy",N/A,N/A,100%,f,3,3,t,Agrigento,37.25222,13.61451,Private room in bed and breakfast,Private room,2,1,1,1,67,31,365,30,60,90,365,34,0,0,8/3/2014,9/18/2024,4.76,4.76,4.68,4.88,4.82,4.21,4.65,,f,0.25
3579964,https://www.airbnb.com/rooms/3579964,Ortigia island apartment whit sea view,18032384,https://www.airbnb.com/users/show/18032384,Franco,7/13/2014,"Syracuse, Italy",within an hour,100%,100%,f,1,1,t,Siracusa,37.06367,15.29536,Entire rental unit,Entire home/apt,4,1,2,2,65,3,1125,23,53,75,275,83,8,0,2/14/2015,6/8/2025,4.46,4.59,4.41,4.72,4.78,4.77,4.55,IT089017C2IR332LAB,t,0.64
3581252,https://www.airbnb.com/rooms/3581252,affitto tutto l'anno casa privata,18039458,https://www.airbnb.com/users/show/18039458,Massimo,7/13/2014,,N/A,N/A,N/A,f,1,1,f,Siracusa,37.03753,15.27192,Entire rental unit,Entire home/apt,6,,6,,,31,1125,0,0,0,0,0,0,0,,,,,,,,,,,f,
3583005,https://www.airbnb.com/rooms/3583005,Matrimoniale vista Giardino - fino a 2 persone,13544003,https://www.airbnb.com/users/show/13544003,Luca,3/25/2014,"Milo, Italy",within an hour,100%,100%,f,5,5,t,Milo,37.72253,15.12152,Private room in bed and breakfast,Private room,2,1,1,1,52,1,30,12,35,62,332,47,4,1,8/21/2014,9/7/2025,4.79,4.94,4.89,4.87,4.85,4.79,4.85,IT087026C2476Q7HLL,t,0.35
3583161,https://www.airbnb.com/rooms/3583161,Camera Matrimoniale Sull'Etna - fino a 2 persone,13544003,https://www.airbnb.com/users/show/13544003,Luca,3/25/2014,"Milo, Italy",within an hour,100%,100%,f,5,5,t,Milo,37.72262,15.12141,Private room in bed and breakfast,Private room,2,1,1,1,70,1,30,13,38,68,339,6,0,0,7/5/2015,8/22/2022,4.33,4.33,4.67,4.17,3.83,4.67,4.67,IT087026C2476Q7HLL,t,0.05
3588488,https://www.airbnb.com/rooms/3588488,CASA PANCRAZIA SUPERIOR,3686605,https://www.airbnb.com/users/show/3686605,Riccardo,9/26/2012,"Taormina, Italy",within an hour,100%,67%,f,1,1,t,Taormina,37.85186,15.28185,Entire condo,Entire home/apt,3,1,2,2,142,2,28,8,35,37,171,70,1,0,10/1/2014,6/30/2025,4.94,4.9,4.97,4.97,4.97,4.97,4.88,IT083097B4FN9058LB,f,0.52
3798878,https://www.airbnb.com/rooms/3798878,Sweet Home,19510586,https://www.airbnb.com/users/show/19510586,Fabrizio Maurice,8/5/2014,"Lipari, Italy",within an hour,100%,100%,t,3,4,t,Lipari,38.49357,14.9206,Entire home,Entire home/apt,5,1,1,3,233,4,30,0,28,58,333,11,0,0,9/6/2016,8/23/2021,4.09,4.18,4.55,4.36,4.27,3.7,3.9,IT083041C2DCCH7UF6,t,0.1
3800001,https://www.airbnb.com/rooms/3800001,"""Villa Acqua Chiara "" ""Vento""",15335018,https://www.airbnb.com/users/show/15335018,Giacomo,5/10/2014,"Bagheria, Italy",within an hour,97%,97%,f,20,46,t,Bagheria,38.10829,13.50693,Entire rental unit,Entire home/apt,6,1,2,3,138,4,29,6,27,57,61,87,11,2,9/14/2014,9/22/2025,4.67,4.67,4.55,4.86,4.83,4.8,4.62,IT082006C2W7R2DOMQ,t,0.65
3805053,https://www.airbnb.com/rooms/3805053,Studio apartment countryside-sea,4029549,https://www.airbnb.com/users/show/4029549,Vincenzo,11/1/2012,"Syracuse, Italy",within an hour,100%,100%,t,2,2,t,Noto,36.74317,15.103,Private room in home,Private room,3,1,1,2,81,3,29,11,41,71,346,18,0,0,8/28/2014,9/27/2021,4.78,4.61,4.78,4.94,4.94,4.67,4.61,IT089013C2RAVUI683,f,0.13
3811607,https://www.airbnb.com/rooms/3811607,Ancient villa close to Scopello,19593137,https://www.airbnb.com/users/show/19593137,Valeria,8/6/2014,"Castellammare del Golfo, Italy",N/A,N/A,N/A,f,1,1,f,Castellammare del Golfo,38.02137,12.82916,Entire villa,Entire home/apt,6,,3,,,31,95,0,0,0,0,6,0,0,8/3/2015,8/20/2022,5,4.83,5,5,4.83,4.83,4.83,,f,0.05
3674846,https://www.airbnb.com/rooms/3674846,Monolocale per due in cima all'Etna,9477062,https://www.airbnb.com/users/show/9477062,Alessia,10/17/2013,"Catania, Italy",within a few hours,100%,97%,f,7,15,t,Ragalna,37.69172,14.9788,Entire vacation home,Entire home/apt,2,1,0,1,78,31,90,30,33,33,33,121,6,0,9/1/2014,12/8/2024,4.71,4.73,4.69,4.79,4.75,4.96,4.63,,t,0.9
3674886,https://www.airbnb.com/rooms/3674886,"""Roofs & Churches"" Authentic Sicilian Rooftop",18659625,https://www.airbnb.com/users/show/18659625,Sebastiano,7/22/2014,"Catania, Italy",within an hour,100%,100%,f,1,1,t,Catania,37.50304,15.08666,Entire condo,Entire home/apt,3,1.5,2,2,113,2,30,13,43,73,343,50,5,0,2/15/2015,8/2/2025,4.86,4.9,4.94,4.98,4.98,4.94,4.76,IT087015C2YUOB8D6R,t,0.39
3675157,https://www.airbnb.com/rooms/3675157,"Ap. Tonnara, Casa Nino Scopello",17875043,https://www.airbnb.com/users/show/17875043,Giuliana,7/9/2014,"Scopello, Trapani, Italy",within a few hours,91%,92%,f,5,7,t,Castellammare del Golfo,38.07183,12.8183,Entire rental unit,Entire home/apt,4,1.5,2,3,103,4,30,10,10,11,154,105,17,1,8/9/2014,9/15/2025,4.69,4.68,4.44,4.86,4.72,4.94,4.6,IT081005C2CCNFEXE3,f,0.77
3675803,https://www.airbnb.com/rooms/3675803,[Il Pesco 3] Space Bright Comfort,10096210,https://www.airbnb.com/users/show/10096210,Lucia,11/18/2013,"Trapani, Italy",within an hour,100%,100%,t,3,7,t,Trapani,38.01619,12.51193,Entire condo,Entire home/apt,7,2,2,4,93,3,356,21,44,74,342,181,5,2,10/20/2014,9/17/2025,4.85,4.89,4.89,4.94,4.95,4.88,4.84,IT081021C2R3JWCVB6,t,1.36
3676465,https://www.airbnb.com/rooms/3676465,I Due Grifoni - Apartment n. 2,18672129,https://www.airbnb.com/users/show/18672129,Vincenzo,7/22/2014,"Taormina, Italy",within an hour,100%,100%,t,7,7,t,Taormina,37.85545,15.28946,Entire condo,Entire home/apt,4,1,1,2,171,3,30,14,27,57,301,154,5,1,8/14/2014,9/10/2025,4.94,4.93,4.93,4.93,4.93,4.91,4.82,IT083097B4LL7NU6UJ,t,1.14
3677147,https://www.airbnb.com/rooms/3677147,Villa in Sicilia di fronte Eolie,18677091,https://www.airbnb.com/users/show/18677091,Maurizio,7/22/2014,"Messina, Italy",within an hour,100%,100%,t,1,2,t,Messina,38.25385,15.45585,Entire villa,Entire home/apt,15,3,6,12,510,1,60,7,37,61,279,60,12,1,5/10/2015,9/8/2025,4.87,4.85,4.93,4.92,4.97,4.52,4.83,IT083048C2MI4FL4TH,t,0.47
3677231,https://www.airbnb.com/rooms/3677231,I Due Grifoni - Appartamento n. 1,18672129,https://www.airbnb.com/users/show/18672129,Vincenzo,7/22/2014,"Taormina, Italy",within an hour,100%,100%,t,7,7,t,Taormina,37.85545,15.28943,Entire rental unit,Entire home/apt,2,1,1,2,159,2,30,16,35,65,292,126,15,1,7/29/2014,9/12/2025,4.9,4.91,4.85,4.95,4.93,4.89,4.82,IT083097B4LL7NU6UJ,t,0.93
3677513,https://www.airbnb.com/rooms/3677513,CENTRO CATANIA APARTMENT LIOTRO,18679554,https://www.airbnb.com/users/show/18679554,Manuela,7/22/2014,"Catania, Italy",within an hour,100%,95%,f,3,3,t,Catania,37.50005,15.07755,Entire rental unit,Entire home/apt,3,1,2,2,34,1,1125,25,53,83,358,74,18,0,8/20/2016,8/8/2025,4.3,4.3,4.38,4.73,4.91,4.04,4.21,IT087015C28GQYHNRX,f,0.67
3684456,https://www.airbnb.com/rooms/3684456,Villa Carlotta Resort,7538488,https://www.airbnb.com/users/show/7538488,Arianna,7/17/2013,,within an hour,100%,64%,t,5,5,t,Agrigento,37.254002,13.621979,Private room in bed and breakfast,Private room,3,1,1,2,120,1,1125,30,60,90,365,5,0,0,9/22/2015,6/23/2024,4.6,4.6,4.2,4.6,4.8,4.8,4.6,IT084001C1UTQQ7H6S,f,0.04
3684826,https://www.airbnb.com/rooms/3684826,"B&B Casa Camelia ""POMELIA""",18735706,https://www.airbnb.com/users/show/18735706,Alessandra,7/23/2014,"Noto, Italy",N/A,N/A,0%,f,5,5,f,Noto,36.89743,15.06742,Private room in bed and breakfast,Private room,2,1,1,1,60,31,1125,30,60,90,365,78,0,0,8/11/2014,9/4/2018,4.76,4.83,4.91,4.68,4.79,4.97,4.78,,f,0.58
3812129,https://www.airbnb.com/rooms/3812129,Le terrazze di Marilyn,1715528,https://www.airbnb.com/users/show/1715528,Teresa,2/7/2012,"Palermo, Italy",within an hour,100%,97%,t,4,9,t,Palermo,38.12546539,13.3510046,Entire condo,Entire home/apt,2,1,1,1,50,2,29,0,6,35,97,53,12,0,9/12/2014,6/29/2025,4.91,4.92,4.94,4.98,4.92,4.86,4.82,IT082053C2AW56SX5S,f,0.39
3814014,https://www.airbnb.com/rooms/3814014,"Guest house ""La Casetta""",19610756,https://www.airbnb.com/users/show/19610756,Massimo,8/7/2014,"Piazza Armerina, Italy",within an hour,100%,100%,t,2,2,t,Piazza Armerina,37.3834,14.36301,Entire home,Entire home/apt,3,1,2,2,50,1,1125,21,46,76,349,314,22,2,9/2/2014,9/15/2025,4.85,4.86,4.91,4.96,4.97,4.91,4.87,IT086014C2PSSXPUWY,t,2.33
3588976,https://www.airbnb.com/rooms/3588976,"Al mare:""Il Giglio Selvatico""",18081186,https://www.airbnb.com/users/show/18081186,Lilla Lucia,7/14/2014,"Menfi, Italy",within a day,100%,100%,t,2,2,t,Menfi,37.57629,12.93396,Entire condo,Entire home/apt,2,1,1,1,68,31,1125,27,57,87,362,72,0,0,5/14/2015,9/24/2024,4.82,4.86,4.9,4.97,4.94,4.82,4.83,,f,0.57
3589904,https://www.airbnb.com/rooms/3589904,B&B Antica Dimora Camera Doppia [19087015C104324],5579778,https://www.airbnb.com/users/show/5579778,Giuseppa,3/22/2013,"Catania, Italy",a few days or more,0%,100%,f,3,3,t,Catania,37.49931,15.0864,Private room in rental unit,Private room,3,1,1,2,82,1,31,19,49,79,354,4,0,0,7/27/2021,5/2/2022,5,5,5,5,5,5,5,IT087015C1JFNULFFI,t,0.08
3972423,https://www.airbnb.com/rooms/3972423,Avocado bed Breakfast and Beyond,20568396,https://www.airbnb.com/users/show/20568396,Maria Paola,8/26/2014,"Naxos, Italy",within a few hours,100%,81%,t,7,7,t,Giardini-Naxos,37.82543,15.26441,Private room in bed and breakfast,Private room,4,1,1,2,90,3,1125,24,54,84,174,42,5,1,9/12/2014,9/28/2025,4.95,4.88,4.93,4.95,4.98,4.52,4.88,IT083032C1JNTCKXZP,f,0.31
3973505,https://www.airbnb.com/rooms/3973505,Charming residence Catania a-ovest,20594624,https://www.airbnb.com/users/show/20594624,Giuseppe,8/27/2014,,N/A,N/A,N/A,f,7,7,t,Misterbianco,37.48011,15.00513,Entire villa,Entire home/apt,6,1,2,5,180,2,1125,0,13,34,34,3,0,0,5/22/2015,8/11/2019,4.33,4.67,5,4.67,5,5,4.67,IT087029B5C2VD6ZZE,f,0.02
3974904,https://www.airbnb.com/rooms/3974904,"Casa Itaca: spiaggia, pace e relax.",20599116,https://www.airbnb.com/users/show/20599116,Dorotea,8/27/2014,"Ispica, Italy",N/A,N/A,N/A,f,1,1,t,Ispica,36.7065,14.94153,Entire home,Entire home/apt,5,2,2,5,120,31,1125,28,58,88,363,4,0,0,7/24/2019,8/25/2023,4.75,4.75,5,4.75,5,4.5,5,IT088005C2APFFVFZP,f,0.05
3975560,https://www.airbnb.com/rooms/3975560,Homy Sicily Country Boutique Villa -PT,20603665,https://www.airbnb.com/users/show/20603665,Chiara,8/27/2014,"Acquedolci, Italy",N/A,N/A,N/A,f,2,4,t,Acquedolci,38.06185532,14.60811138,Entire rental unit,Entire home/apt,4,2,2,2,96,2,1125,14,44,74,254,26,0,0,8/9/2015,8/25/2021,4.62,4.73,4.69,4.88,4.81,4.46,4.5,IT083107C2QV4HJP3W,t,0.21
3976932,https://www.airbnb.com/rooms/3976932,Accogliente monolocale a Comiso,15314735,https://www.airbnb.com/users/show/15314735,Maria,5/9/2014,"Ragusa, Italy",a few days or more,0%,N/A,f,2,4,t,Comiso,36.94411,14.60649,Entire loft,Entire home/apt,2,1,1,3,44,31,1125,23,53,83,358,0,0,0,,,,,,,,,,,f,
3977451,https://www.airbnb.com/rooms/3977451,A lovely place not far from the sea,20613093,https://www.airbnb.com/users/show/20613093,Natale,8/27/2014,"Palermo, Italy",within a few hours,100%,100%,f,1,1,t,Cefal,38.0292,13.97052,Entire villa,Entire home/apt,5,1.5,2,4,180,5,60,22,52,82,357,32,2,1,7/9/2015,9/7/2025,4.66,4.63,4.53,4.74,4.97,4.52,4.55,IT082027C2JLD47R6Q,f,0.26
3981430,https://www.airbnb.com/rooms/3981430,VILLA WITH GARDEN AND TERRACE 50 METERS FROM SEA,20637565,https://www.airbnb.com/users/show/20637565,Daniele,8/28/2014,"Cefalù, Italy",within an hour,100%,100%,t,4,4,t,Campofelice di Roccella,37.99449,13.87501,Entire villa,Entire home/apt,8,2,3,6,94,3,90,2,31,61,336,10,2,0,6/12/2015,8/9/2025,4.7,4.6,4.6,4.8,5,4.8,4.6,IT082017C2XVSCOIUK,t,0.08
3982220,https://www.airbnb.com/rooms/3982220,Sicilia Reitano appartamento 4+1 posti letto,7938670,https://www.airbnb.com/users/show/7938670,Riccardo,8/4/2013,"Palermo, Italy",within an hour,100%,100%,f,6,6,t,Reitano,37.98461,14.33809,Entire rental unit,Entire home/apt,5,1,1,3,72,2,29,16,46,76,207,11,1,1,7/28/2016,9/25/2025,4.45,4.45,4.82,4.82,4.55,4.7,4.27,IT083070C2YMRS8742,f,0.1
3815365,https://www.airbnb.com/rooms/3815365,Villa con giardino vicino al mare,19618169,https://www.airbnb.com/users/show/19618169,Valentina,8/7/2014,"Alcamo, Italy",within a few hours,100%,100%,t,1,2,t,Alcamo,38.02967,12.96933,Entire villa,Entire home/apt,7,2,2,4,80,5,1125,17,47,77,77,44,10,3,10/3/2014,9/25/2025,4.95,4.86,4.98,4.95,4.91,4.58,4.79,IT081001C2T42L9LH7,t,0.33
3691581,https://www.airbnb.com/rooms/3691581,"Large, sunny Flat ,central location",6055727,https://www.airbnb.com/users/show/6055727,Silvia,4/23/2013,"Catania, Italy",a few days or more,0%,N/A,f,4,6,t,Catania,37.50417,15.08206,Entire condo,Entire home/apt,5,2,2,5,150,31,300,30,60,90,365,69,0,0,8/12/2014,10/16/2022,4.65,4.78,4.78,4.93,4.84,4.6,4.67,,f,0.51
3693068,https://www.airbnb.com/rooms/3693068,Dependance Isabella con piscina e vista mare,10580948,https://www.airbnb.com/users/show/10580948,Barbara,12/12/2013,,within an hour,100%,79%,f,6,8,t,Siracusa,37.03146,15.28704,Entire home,Entire home/apt,2,1,1,1,99,3,1125,30,60,90,365,7,2,0,8/8/2021,8/26/2025,4.71,4.71,4.86,5,4.71,4.57,4.43,IT089017C2L9LAXIZY,f,0.14
3693212,https://www.airbnb.com/rooms/3693212,"Pitagora, beachfront accommodation in Donnalucata",278397,https://www.airbnb.com/users/show/278397,Pomelia,11/4/2010,"Marina di Ragusa, Italy",within an hour,100%,100%,t,64,73,t,Scicli,36.7659,14.62986,Entire condo,Entire home/apt,2,1,1,1,93,3,1125,4,33,63,213,114,10,2,9/7/2014,9/20/2025,4.79,4.82,4.69,4.87,4.88,4.68,4.63,IT088011C2CZOSVZZB,t,0.85
3693466,https://www.airbnb.com/rooms/3693466,A Room in Selinunte w private bath and Terrace n.4,10117780,https://www.airbnb.com/users/show/10117780,Marco,11/19/2013,"Mazara del Vallo, Italy",within an hour,100%,100%,t,4,4,t,Castelvetrano,37.58619,12.8404,Private room in rental unit,Private room,2,1,1,1,49,1,1125,0,0,0,0,21,1,0,8/27/2015,8/22/2025,4.52,4.71,4.33,4.9,4.95,4.76,4.67,IT081006C29MDLFUB9,t,0.17
3693596,https://www.airbnb.com/rooms/3693596,A Room in Selinunte w private bath and Terrace n.3,10117780,https://www.airbnb.com/users/show/10117780,Marco,11/19/2013,"Mazara del Vallo, Italy",within an hour,100%,100%,t,4,4,t,Castelvetrano,37.58595,12.84067,Private room in rental unit,Private room,2,1,1,1,86,1,1125,30,35,35,35,58,3,0,4/18/2015,8/27/2025,4.62,4.79,4.67,4.93,4.97,4.78,4.66,IT081006C29MDLFUB9,t,0.46
3699039,https://www.airbnb.com/rooms/3699039,Selinunte villa with pool,14351248,https://www.airbnb.com/users/show/14351248,Select,4/16/2014,"Palermo, Italy",within a few hours,100%,96%,t,16,26,t,Castelvetrano,37.59153,12.88896,Entire home,Entire home/apt,4,1,2,4,185,7,1125,10,13,13,13,33,1,0,6/1/2015,9/30/2024,4.91,4.94,4.82,4.88,4.91,4.7,4.79,IT081006C26APPUQEF,t,0.26
3699845,https://www.airbnb.com/rooms/3699845,lovely apartment in best location,18856747,https://www.airbnb.com/users/show/18856747,Eva,7/25/2014,"Palermo, Italy",N/A,N/A,N/A,f,1,3,t,Palermo,38.12474,13.35719,Entire rental unit,Entire home/apt,3,2,2,2,143,31,1125,27,57,87,362,1,0,0,9/15/2022,9/15/2022,5,5,5,5,5,5,3,,f,0.03
3700400,https://www.airbnb.com/rooms/3700400,La casa dei salinai,18859164,https://www.airbnb.com/users/show/18859164,Salvatore,7/25/2014,"Trapani, Italy",within a few hours,100%,N/A,f,1,1,t,Paceco,37.97505,12.4992,Entire home,Entire home/apt,5,1,2,2,90,31,1125,30,60,90,365,37,0,0,7/26/2016,8/25/2024,4.95,4.92,4.97,4.95,5,4.81,4.81,,f,0.33
3701279,https://www.airbnb.com/rooms/3701279,Room Etna Bike,18864685,https://www.airbnb.com/users/show/18864685,Giovanni E Maria,7/25/2014,"Sicily, Italy",within a day,100%,84%,t,2,2,t,Zafferana Etnea,37.69634,15.11149,Private room in vacation home,Private room,2,1,1,1,75,2,30,30,60,90,365,164,4,1,8/10/2014,9/6/2025,4.88,4.85,4.94,4.9,4.8,4.83,4.81,IT087055C2YURLZE6D,f,1.21
3703921,https://www.airbnb.com/rooms/3703921,La Gisamìa. Pure Nature.,18882922,https://www.airbnb.com/users/show/18882922,Ferdinando & Anne,7/25/2014,"Palermo, Italy",within a day,100%,98%,t,3,3,t,Petralia Sottana,37.81683,14.07909,Entire cottage,Entire home/apt,4,1,2,4,117,5,1125,17,33,63,322,106,13,0,5/31/2015,8/21/2025,4.97,4.95,4.93,4.98,5,4.94,4.86,IT082056C2NXKFADP3,f,0.84
3815793,https://www.airbnb.com/rooms/3815793,Grandma's house by sea,1269160,https://www.airbnb.com/users/show/1269160,Maria,10/9/2011,"Bologna, Italy",within an hour,100%,90%,t,1,1,t,Marsala,37.75215,12.47941,Entire home,Entire home/apt,2,1,1,1,46,5,1124,6,36,66,341,120,14,1,8/17/2014,9/13/2025,4.83,4.78,4.93,4.92,4.91,4.33,4.81,IT081011C2CIQBVBQL,f,0.89
3817560,https://www.airbnb.com/rooms/3817560,Case al Borgo - Appartamento open space,9066320,https://www.airbnb.com/users/show/9066320,Gabriele,9/26/2013,,within an hour,100%,100%,f,7,14,t,Agira,37.65469,14.53103,Entire serviced apartment,Entire home/apt,4,1,1,2,146,1,1125,26,56,86,356,0,0,0,,,,,,,,,,IT086001B45Y58HPOG,t,
3984438,https://www.airbnb.com/rooms/3984438,Bio B&B: 2 small houses,9706607,https://www.airbnb.com/users/show/9706607,Cristina,10/29/2013,"Milan, Italy",within a day,100%,100%,f,1,2,f,San Mauro Castelverde,37.95247,14.17643,Entire home,Entire home/apt,6,4,3,3,180,2,1125,28,58,88,363,9,1,0,8/15/2016,8/16/2025,5,4.89,5,5,5,4.78,4.67,IT082065C2EWKJK4EW,f,0.08
